study,sample,species,tissue,condition_name,unit,survey_source,platform_id,instrument_model,library_strategy,library_source,library_selection,id.assay name,library_type,study.parameter value.sample preservation method,study.parameter value.carcass preservation method
OSD-665,RR23_R-EDL_FLT_F6,mouse,skeletal muscle,flight,RR23_R-EDL_FLT_F6,general_survey_2026-09-12,,,,,,OSD-665_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-665,RR23_R-EDL_FLT_F8,mouse,skeletal muscle,flight,RR23_R-EDL_FLT_F8,general_survey_2026-09-12,,,,,,OSD-665_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-665,RR23_R-EDL_FLT_F5,mouse,skeletal muscle,flight,RR23_R-EDL_FLT_F5,general_survey_2026-09-12,,,,,,OSD-665_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-665,RR23_R-EDL_FLT_F4,mouse,skeletal muscle,flight,RR23_R-EDL_FLT_F4,general_survey_2026-09-12,,,,,,OSD-665_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-665,RR23_R-EDL_FLT_F2,mouse,skeletal muscle,flight,RR23_R-EDL_FLT_F2,general_survey_2026-09-12,,,,,,OSD-665_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-666,RR23_R-Quad_GC_G9,mouse,skeletal muscle,ground,RR23_R-Quad_GC_G9,general_survey_2026-09-12,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-666,RR23_R-Quad_GC_G5,mouse,skeletal muscle,ground,RR23_R-Quad_GC_G5,general_survey_2026-09-12,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-666,RR23_R-Quad_GC_G4,mouse,skeletal muscle,ground,RR23_R-Quad_GC_G4,general_survey_2026-09-12,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-666,RR23_R-Quad_GC_G1_techrep1,mouse,skeletal muscle,ground,RR23_R-Quad_GC_G1,general_survey_2026-09-12,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-666,RR23_R-Quad_GC_G2,mouse,skeletal muscle,ground,RR23_R-Quad_GC_G2,general_survey_2026-09-12,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-666,RR23_R-Quad_GC_G8,mouse,skeletal muscle,ground,RR23_R-Quad_GC_G8,general_survey_2026-09-12,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-666,RR23_R-Quad_FLT_F6,mouse,skeletal muscle,flight,RR23_R-Quad_FLT_F6,general_survey_2026-09-12,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-666,RR23_R-Quad_FLT_F5,mouse,skeletal muscle,flight,RR23_R-Quad_FLT_F5,general_survey_2026-09-12,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-666,RR23_R-Quad_FLT_F8,mouse,skeletal muscle,flight,RR23_R-Quad_FLT_F8,general_survey_2026-09-12,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-666,RR23_R-Quad_FLT_F2,mouse,skeletal muscle,flight,RR23_R-Quad_FLT_F2,general_survey_2026-09-12,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-666,RR23_R-Quad_FLT_F4,mouse,skeletal muscle,flight,RR23_R-Quad_FLT_F4,general_survey_2026-09-12,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-666,RR23_R-Quad_FLT_F9,mouse,skeletal muscle,flight,RR23_R-Quad_FLT_F9,general_survey_2026-09-12,,,,,,OSD-666_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-667,RR10_CLN_GC_KO_G11,mouse,colon,ground,RR10_CLN_GC_KO_G11,general_survey_2026-09-12,,,,,,OSD-667_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,RNALater for 24 hours,Cryochiller
OSD-667,RR10_CLN_GC_KO_G15,mouse,colon,ground,RR10_CLN_GC_KO_G15,general_survey_2026-09-12,,,,,,OSD-667_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,RNALater for 24 hours,Cryochiller
OSD-667,RR10_CLN_GC_KO_G19,mouse,colon,ground,RR10_CLN_GC_KO_G19,general_survey_2026-09-12,,,,,,OSD-667_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,RNALater for 24 hours,Cryochiller
OSD-667,RR10_CLN_FLT_KO_F11,mouse,colon,flight,RR10_CLN_FLT_KO_F11,general_survey_2026-09-12,,,,,,OSD-667_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,RNALater for 24 hours,Cryochiller
OSD-667,RR10_CLN_FLT_KO_F15,mouse,colon,flight,RR10_CLN_FLT_KO_F15,general_survey_2026-09-12,,,,,,OSD-667_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,RNALater for 24 hours,Cryochiller
OSD-667,RR10_CLN_FLT_KO_F19,mouse,colon,flight,RR10_CLN_FLT_KO_F19,general_survey_2026-09-12,,,,,,OSD-667_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,RNALater for 24 hours,Cryochiller
OSD-686,GSM7708683,mouse,liver,ground,GSM7708683,general_survey_2026-09-12,,,,,,OSD-686_transcription-profiling_rna-sequencing-(rna-seq)_illumina novaseq 6000,unknown,Liquid Nitrogen,
OSD-686,GSM7708684,mouse,liver,ground,GSM7708684,general_survey_2026-09-12,,,,,,OSD-686_transcription-profiling_rna-sequencing-(rna-seq)_illumina novaseq 6000,unknown,Liquid Nitrogen,
OSD-686,GSM7708682,mouse,liver,ground,GSM7708682,general_survey_2026-09-12,,,,,,OSD-686_transcription-profiling_rna-sequencing-(rna-seq)_illumina novaseq 6000,unknown,Liquid Nitrogen,
OSD-686,GSM7708685,mouse,liver,flight,GSM7708685,general_survey_2026-09-12,,,,,,OSD-686_transcription-profiling_rna-sequencing-(rna-seq)_illumina novaseq 6000,unknown,Liquid Nitrogen,
OSD-686,GSM7708686,mouse,liver,flight,GSM7708686,general_survey_2026-09-12,,,,,,OSD-686_transcription-profiling_rna-sequencing-(rna-seq)_illumina novaseq 6000,unknown,Liquid Nitrogen,
OSD-686,GSM7708688,mouse,liver,flight,GSM7708688,general_survey_2026-09-12,,,,,,OSD-686_transcription-profiling_rna-sequencing-(rna-seq)_illumina novaseq 6000,unknown,Liquid Nitrogen,
OSD-686,GSM7708687,mouse,liver,flight,GSM7708687,general_survey_2026-09-12,,,,,,OSD-686_transcription-profiling_rna-sequencing-(rna-seq)_illumina novaseq 6000,unknown,Liquid Nitrogen,
OSD-686,GSM7708690,mouse,liver,flight,GSM7708690,general_survey_2026-09-12,,,,,,OSD-686_transcription-profiling_rna-sequencing-(rna-seq)_illumina novaseq 6000,unknown,Liquid Nitrogen,
OSD-686,GSM7708689,mouse,liver,flight,GSM7708689,general_survey_2026-09-12,,,,,,OSD-686_transcription-profiling_rna-sequencing-(rna-seq)_illumina novaseq 6000,unknown,Liquid Nitrogen,
OSD-770,RR23_R-SLS_GC_G1_techrep1,mouse,skeletal muscle,ground,RR23_R-SLS_GC_G1,general_survey_2026-09-12,,,,,,OSD-770_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-770,RR23_R-SLS_GC_G3,mouse,skeletal muscle,ground,RR23_R-SLS_GC_G3,general_survey_2026-09-12,,,,,,OSD-770_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-770,RR23_R-SLS_GC_G9,mouse,skeletal muscle,ground,RR23_R-SLS_GC_G9,general_survey_2026-09-12,,,,,,OSD-770_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-770,RR23_R-SLS_GC_G6,mouse,skeletal muscle,ground,RR23_R-SLS_GC_G6,general_survey_2026-09-12,,,,,,OSD-770_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-770,RR23_R-SLS_GC_G2,mouse,skeletal muscle,ground,RR23_R-SLS_GC_G2,general_survey_2026-09-12,,,,,,OSD-770_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-770,RR23_R-SLS_GC_G5,mouse,skeletal muscle,ground,RR23_R-SLS_GC_G5,general_survey_2026-09-12,,,,,,OSD-770_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-770,RR23_R-SLS_FLT_F4,mouse,skeletal muscle,flight,RR23_R-SLS_FLT_F4,general_survey_2026-09-12,,,,,,OSD-770_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-770,RR23_R-SLS_FLT_F7,mouse,skeletal muscle,flight,RR23_R-SLS_FLT_F7,general_survey_2026-09-12,,,,,,OSD-770_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-770,RR23_R-SLS_FLT_F1_techrep1,mouse,skeletal muscle,flight,RR23_R-SLS_FLT_F1,general_survey_2026-09-12,,,,,,OSD-770_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-770,RR23_R-SLS_FLT_F9,mouse,skeletal muscle,flight,RR23_R-SLS_FLT_F9,general_survey_2026-09-12,,,,,,OSD-770_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-770,RR23_R-SLS_FLT_F5,mouse,skeletal muscle,flight,RR23_R-SLS_FLT_F5,general_survey_2026-09-12,,,,,,OSD-770_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-770,RR23_R-SLS_FLT_F3,mouse,skeletal muscle,flight,RR23_R-SLS_FLT_F3,general_survey_2026-09-12,,,,,,OSD-770_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-99,Mmus_C57-6J_EDL_GC_Rep6_M40,mouse,skeletal muscle,ground,Mmus_C57-6J_EDL_GC_Rep6_M40,general_survey_2026-09-12,,,,,,OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000,unknown,RNALater,Mini Cold Bag to -80C freezer
OSD-99,Mmus_C57-6J_EDL_GC_Rep3_M37,mouse,skeletal muscle,ground,Mmus_C57-6J_EDL_GC_Rep3_M37,general_survey_2026-09-12,,,,,,OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000,unknown,RNALater,Mini Cold Bag to -80C freezer
OSD-99,Mmus_C57-6J_EDL_GC_Rep1_M31,mouse,skeletal muscle,ground,Mmus_C57-6J_EDL_GC_Rep1_M31,general_survey_2026-09-12,,,,,,OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000,unknown,RNALater,Mini Cold Bag to -80C freezer
OSD-99,Mmus_C57-6J_EDL_GC_Rep4_M38,mouse,skeletal muscle,ground,Mmus_C57-6J_EDL_GC_Rep4_M38,general_survey_2026-09-12,,,,,,OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000,unknown,RNALater,Mini Cold Bag to -80C freezer
OSD-99,Mmus_C57-6J_EDL_GC_Rep2_M32,mouse,skeletal muscle,ground,Mmus_C57-6J_EDL_GC_Rep2_M32,general_survey_2026-09-12,,,,,,OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000,unknown,RNALater,Mini Cold Bag to -80C freezer
OSD-99,Mmus_C57-6J_EDL_GC_Rep5_M39,mouse,skeletal muscle,ground,Mmus_C57-6J_EDL_GC_Rep5_M39,general_survey_2026-09-12,,,,,,OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000,unknown,RNALater,Mini Cold Bag to -80C freezer
OSD-99,Mmus_C57-6J_EDL_FLT_Rep6_M30,mouse,skeletal muscle,flight,Mmus_C57-6J_EDL_FLT_Rep6_M30,general_survey_2026-09-12,,,,,,OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000,unknown,RNALater,Mini Cold Bag to -80C freezer
OSD-99,Mmus_C57-6J_EDL_FLT_Rep3_M27,mouse,skeletal muscle,flight,Mmus_C57-6J_EDL_FLT_Rep3_M27,general_survey_2026-09-12,,,,,,OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000,unknown,RNALater,Mini Cold Bag to -80C freezer
OSD-99,Mmus_C57-6J_EDL_FLT_Rep2_M26,mouse,skeletal muscle,flight,Mmus_C57-6J_EDL_FLT_Rep2_M26,general_survey_2026-09-12,,,,,,OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000,unknown,RNALater,Mini Cold Bag to -80C freezer
OSD-99,Mmus_C57-6J_EDL_FLT_Rep1_M23,mouse,skeletal muscle,flight,Mmus_C57-6J_EDL_FLT_Rep1_M23,general_survey_2026-09-12,,,,,,OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000,unknown,RNALater,Mini Cold Bag to -80C freezer
OSD-99,Mmus_C57-6J_EDL_FLT_Rep5_M29,mouse,skeletal muscle,flight,Mmus_C57-6J_EDL_FLT_Rep5_M29,general_survey_2026-09-12,,,,,,OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000,unknown,RNALater,Mini Cold Bag to -80C freezer
OSD-99,Mmus_C57-6J_EDL_FLT_Rep4_M28,mouse,skeletal muscle,flight,Mmus_C57-6J_EDL_FLT_Rep4_M28,general_survey_2026-09-12,,,,,,OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000,unknown,RNALater,Mini Cold Bag to -80C freezer
GSE137081,GSM4066596,human,heart,exposed,1,general_survey_2026-09-12,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,,,,,
GSE137081,GSM4066597,human,heart,exposed,2,general_survey_2026-09-12,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,,,,,
GSE137081,GSM4066598,human,heart,exposed,3,general_survey_2026-09-12,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,,,,,
GSE137081,GSM4066599,human,heart,exposed,1,general_survey_2026-09-12,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,,,,,
GSE137081,GSM4066600,human,heart,exposed,2,general_survey_2026-09-12,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,,,,,
GSE137081,GSM4066601,human,heart,exposed,3,general_survey_2026-09-12,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,,,,,
GSE137081,GSM4066602,human,heart,post-flight,1,general_survey_2026-09-12,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,,,,,
GSE137081,GSM4066603,human,heart,post-flight,2,general_survey_2026-09-12,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,,,,,
GSE137081,GSM4066604,human,heart,post-flight,3,general_survey_2026-09-12,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,,,,,
GSE137081,GSM4066605,human,heart,post-flight,1,general_survey_2026-09-12,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,,,,,
GSE137081,GSM4066606,human,heart,post-flight,2,general_survey_2026-09-12,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,,,,,
GSE137081,GSM4066607,human,heart,post-flight,3,general_survey_2026-09-12,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,,,,,
GSE137081,GSM4066608,human,heart,control,1,general_survey_2026-09-12,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,,,,,
GSE137081,GSM4066609,human,heart,control,2,general_survey_2026-09-12,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,,,,,
GSE137081,GSM4066610,human,heart,control,3,general_survey_2026-09-12,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,,,,,
GSE137081,GSM4066611,human,heart,control,1,general_survey_2026-09-12,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,,,,,
GSE137081,GSM4066612,human,heart,control,2,general_survey_2026-09-12,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,,,,,
GSE137081,GSM4066613,human,heart,control,3,general_survey_2026-09-12,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098323,human,skeletal muscle,control,3005,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098324,human,skeletal muscle,exposed,3005,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098333,human,skeletal muscle,control,3021,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098334,human,skeletal muscle,exposed,3021,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098337,human,skeletal muscle,control,3025,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098338,human,skeletal muscle,exposed,3025,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098339,human,skeletal muscle,control,3026,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098340,human,skeletal muscle,exposed,3026,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098343,human,skeletal muscle,control,1003,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098344,human,skeletal muscle,exposed,1003,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098345,human,skeletal muscle,control,1007,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098346,human,skeletal muscle,exposed,1007,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098347,human,skeletal muscle,control,1009,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098348,human,skeletal muscle,exposed,1009,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098351,human,skeletal muscle,control,1011,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098352,human,skeletal muscle,exposed,1011,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098355,human,skeletal muscle,control,1013,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098356,human,skeletal muscle,exposed,1013,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098357,human,skeletal muscle,control,1016,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098358,human,skeletal muscle,exposed,1016,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098363,human,skeletal muscle,control,2003,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098364,human,skeletal muscle,exposed,2003,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098373,human,skeletal muscle,control,2009,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE113165,GSM3098374,human,skeletal muscle,exposed,2009,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE126865,GSM3615662,human,skeletal muscle,control,11006,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE126865,GSM3615663,human,skeletal muscle,exposed,11006,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE126865,GSM3615664,human,skeletal muscle,control,12003,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE126865,GSM3615665,human,skeletal muscle,exposed,12003,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE126865,GSM3615666,human,skeletal muscle,control,12005,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE126865,GSM3615667,human,skeletal muscle,exposed,12005,general_survey_2026-09-12,GPL16791,Illumina HiSeq 2500,RNA-Seq,transcriptomic,,,,,
GSE234465,GSM7469191,human,skeletal muscle,control,GC-YA-NOES-1,general_survey_2026-09-12,GPL24676,Illumina NovaSeq 6000,RNA-Seq,transcriptomic,,,,,
GSE234465,GSM7469192,human,skeletal muscle,control,GC-YA-NOES-2,general_survey_2026-09-12,GPL24676,Illumina NovaSeq 6000,RNA-Seq,transcriptomic,,,,,
GSE234465,GSM7469193,human,skeletal muscle,control,GC-YA-NOES-3,general_survey_2026-09-12,GPL24676,Illumina NovaSeq 6000,RNA-Seq,transcriptomic,,,,,
GSE234465,GSM7469194,human,skeletal muscle,control,GC-OS-NOES-1,general_survey_2026-09-12,GPL24676,Illumina NovaSeq 6000,RNA-Seq,transcriptomic,,,,,
GSE234465,GSM7469195,human,skeletal muscle,control,GC-OS-NOES-2,general_survey_2026-09-12,GPL24676,Illumina NovaSeq 6000,RNA-Seq,transcriptomic,,,,,
GSE234465,GSM7469196,human,skeletal muscle,control,GC-OS-NOES-3,general_survey_2026-09-12,GPL24676,Illumina NovaSeq 6000,RNA-Seq,transcriptomic,,,,,
GSE234465,GSM7469197,human,skeletal muscle,exposed,YA-NOES-1,general_survey_2026-09-12,GPL24676,Illumina NovaSeq 6000,RNA-Seq,transcriptomic,,,,,
GSE234465,GSM7469198,human,skeletal muscle,exposed,YA-NOES-2,general_survey_2026-09-12,GPL24676,Illumina NovaSeq 6000,RNA-Seq,transcriptomic,,,,,
GSE234465,GSM7469199,human,skeletal muscle,exposed,YA-NOES-3,general_survey_2026-09-12,GPL24676,Illumina NovaSeq 6000,RNA-Seq,transcriptomic,,,,,
GSE234465,GSM7469200,human,skeletal muscle,exposed,OS-NOES-1,general_survey_2026-09-12,GPL24676,Illumina NovaSeq 6000,RNA-Seq,transcriptomic,,,,,
GSE234465,GSM7469201,human,skeletal muscle,exposed,OS-NOES-2,general_survey_2026-09-12,GPL24676,Illumina NovaSeq 6000,RNA-Seq,transcriptomic,,,,,
GSE234465,GSM7469202,human,skeletal muscle,exposed,OS-NOES-3,general_survey_2026-09-12,GPL24676,Illumina NovaSeq 6000,RNA-Seq,transcriptomic,,,,,
GSE298393,GSM9013395,human,skeletal muscle,ground,YA-NoEstim-TOCO2GC--Chip-9,muscle_repeat_flight_2026-09-12,GPL34281,Illumina NovaSeq X,RNA-Seq,transcriptomic,cDNA,,,,
GSE298393,GSM9013396,human,skeletal muscle,ground,YA-NoEstim-TOCO2GC--Chip-11,muscle_repeat_flight_2026-09-12,GPL34281,Illumina NovaSeq X,RNA-Seq,transcriptomic,cDNA,,,,
GSE298393,GSM9013397,human,skeletal muscle,ground,YA-NoEstim-TOCO2GC--Chip-12,muscle_repeat_flight_2026-09-12,GPL34281,Illumina NovaSeq X,RNA-Seq,transcriptomic,cDNA,,,,
GSE298393,GSM9013398,human,skeletal muscle,ground,OS-NoEstim-TOCO2GC--Chip-13,muscle_repeat_flight_2026-09-12,GPL34281,Illumina NovaSeq X,RNA-Seq,transcriptomic,cDNA,,,,
GSE298393,GSM9013399,human,skeletal muscle,ground,OS-NoEstim-TOCO2GC--Chip-15,muscle_repeat_flight_2026-09-12,GPL34281,Illumina NovaSeq X,RNA-Seq,transcriptomic,cDNA,,,,
GSE298393,GSM9013400,human,skeletal muscle,ground,OS-NoEstim-TOCO2GC--Chip-16,muscle_repeat_flight_2026-09-12,GPL34281,Illumina NovaSeq X,RNA-Seq,transcriptomic,cDNA,,,,
GSE298393,GSM9013404,human,skeletal muscle,flight,YA-NoEstim-SpX25-Chip-9,muscle_repeat_flight_2026-09-12,GPL34281,Illumina NovaSeq X,RNA-Seq,transcriptomic,cDNA,,,,
GSE298393,GSM9013405,human,skeletal muscle,flight,YA-NoEstim-SpX25-Chip-10,muscle_repeat_flight_2026-09-12,GPL34281,Illumina NovaSeq X,RNA-Seq,transcriptomic,cDNA,,,,
GSE298393,GSM9013406,human,skeletal muscle,flight,YA-NoEstim-SpX25-Chip-11,muscle_repeat_flight_2026-09-12,GPL34281,Illumina NovaSeq X,RNA-Seq,transcriptomic,cDNA,,,,
GSE298393,GSM9013410,human,skeletal muscle,flight,OS-NoEstim-SpX25-Chip-13,muscle_repeat_flight_2026-09-12,GPL34281,Illumina NovaSeq X,RNA-Seq,transcriptomic,cDNA,,,,
GSE298393,GSM9013411,human,skeletal muscle,flight,OS-NoEstim-SpX25-Chip-14,muscle_repeat_flight_2026-09-12,GPL34281,Illumina NovaSeq X,RNA-Seq,transcriptomic,cDNA,,,,
GSE298393,GSM9013412,human,skeletal muscle,flight,OS-NoEstim-SpX25-Chip-15,muscle_repeat_flight_2026-09-12,GPL34281,Illumina NovaSeq X,RNA-Seq,transcriptomic,cDNA,,,,
GSE224805,GSM7032597,human,osteoblast-like MG63 cancer cells,onboard_1g,GSM7032597,pathway_onboard_1g_2026-09-13,GPL18573,Illumina NextSeq 500,RNA-Seq,transcriptomic,,,,,
GSE224805,GSM7032598,human,osteoblast-like MG63 cancer cells,onboard_1g,GSM7032598,pathway_onboard_1g_2026-09-13,GPL18573,Illumina NextSeq 500,RNA-Seq,transcriptomic,,,,,
GSE224805,GSM7032599,human,osteoblast-like MG63 cancer cells,onboard_1g,GSM7032599,pathway_onboard_1g_2026-09-13,GPL18573,Illumina NextSeq 500,RNA-Seq,transcriptomic,,,,,
GSE224805,GSM7032600,human,osteoblast-like MG63 cancer cells,microgravity,GSM7032600,pathway_onboard_1g_2026-09-13,GPL18573,Illumina NextSeq 500,RNA-Seq,transcriptomic,,,,,
GSE224805,GSM7032601,human,osteoblast-like MG63 cancer cells,microgravity,GSM7032601,pathway_onboard_1g_2026-09-13,GPL18573,Illumina NextSeq 500,RNA-Seq,transcriptomic,,,,,
GSE224805,GSM7032602,human,osteoblast-like MG63 cancer cells,microgravity,GSM7032602,pathway_onboard_1g_2026-09-13,GPL18573,Illumina NextSeq 500,RNA-Seq,transcriptomic,,,,,
