id.accession,id.assay name,id.sample name,study.characteristics.organism,study.characteristics.strain,study.characteristics.animal source,study.characteristics.age at launch,study.characteristics.sex,study.characteristics.material type,study.factor value.spaceflight,study.factor value.genotype,investigation.study assays.study assay measurement type,investigation.study assays.study assay technology type,assay.protocol ref,study.parameter value.habitat,study.parameter value.duration,study.parameter value.light cycle,study.parameter value.diet,study.parameter value.feeding schedule,study.parameter value.enrichment material,study.parameter value.euthanasia method,study.parameter value.age at euthanasia,study.parameter value.carcass preservation method,study.parameter value.sample weight,study.parameter value.sample preservation method,study.parameter value.sample storage temperature,study.comment.rfid,study.comment.alsda subject id,study.comment.euthanasia date,study.comment.bsp dissection date,study.comment.source description,investigation.study.comment.Project Identifier,id.assay name_rna,investigation.study assays.study assay measurement type_rna,investigation.study assays.study assay technology type_rna,study.characteristics.organism_rna,library_type,modalities_all,modalities_other,has_other_modalities,has_rna_sequencing_rna_seq,has_single_cell_rna_sequencing,counts_file,counts_path
OSD-242,OSD-242_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_LVR_FLT_C1_Rep2_F2,Mus musculus,C57BL/6J,,10 {week},Male,Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,,,,32.4 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-242_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-242_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-242_rna_seq_Unnormalized_Counts.csv
OSD-242,OSD-242_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_LVR_FLT_C1_Rep3_F3,Mus musculus,C57BL/6J,,10 {week},Male,Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,,,,23.3 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-242_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-242_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-242_rna_seq_Unnormalized_Counts.csv
OSD-242,OSD-242_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_LVR_FLT_C1_Rep4_F4,Mus musculus,C57BL/6J,,10 {week},Male,Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,,,,21.5 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-242_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-242_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-242_rna_seq_Unnormalized_Counts.csv
OSD-242,OSD-242_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_LVR_FLT_C1_Rep5_F5,Mus musculus,C57BL/6J,,10 {week},Male,Liver,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,,,,20.2 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-242_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-242_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-242_rna_seq_Unnormalized_Counts.csv
OSD-242,OSD-242_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_LVR_GC_C2_Rep1_G1,Mus musculus,C57BL/6J,,10 {week},Male,Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,,,,26.4 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-242_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-242_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-242_rna_seq_Unnormalized_Counts.csv
OSD-242,OSD-242_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_LVR_GC_C2_Rep2_G3,Mus musculus,C57BL/6J,,10 {week},Male,Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,,,,19.2 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-242_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-242_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-242_rna_seq_Unnormalized_Counts.csv
OSD-242,OSD-242_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_LVR_GC_C2_Rep3_G4,Mus musculus,C57BL/6J,,10 {week},Male,Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,,,,25.3 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-242_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-242_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-242_rna_seq_Unnormalized_Counts.csv
OSD-242,OSD-242_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_LVR_GC_C2_Rep4_G5,Mus musculus,C57BL/6J,,10 {week},Male,Liver,Ground Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Rodent Habitat,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,,,,32.4 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-242_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-242_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-242_rna_seq_Unnormalized_Counts.csv
OSD-242,OSD-242_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6J_LVR_VIV_C2_Rep1_V3,Mus musculus,C57BL/6J,,10 {week},Male,Liver,Vivarium Control,,transcription profiling,RNA Sequencing (RNA-Seq),,Vivarium Cage,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,,,,,22.5 {milligram},Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-242_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-242_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-242_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_BSL_ISS-T_Rep1_B2,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Basal Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Not Applicable,"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_BSL_ISS-T_Rep2_B3,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Basal Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Not Applicable,"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_BSL_ISS-T_Rep3_B4,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Basal Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Not Applicable,"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_BSL_ISS-T_Rep4_B7,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Basal Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Not Applicable,"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_BSL_ISS-T_Rep5_B8,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Basal Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Not Applicable,"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_BSL_ISS-T_Rep6_B9,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Basal Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Not Applicable,"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_BSL_LAR_Rep10_B10,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Basal Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Not Applicable,"Isoflurane, Thoracotomy, Cardiac Puncture",,{Not Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_BSL_LAR_Rep1_B1,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Basal Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Not Applicable,"Isoflurane, Thoracotomy, Cardiac Puncture",,{Not Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_BSL_LAR_Rep2_B2,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Basal Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Not Applicable,"Isoflurane, Thoracotomy, Cardiac Puncture",,{Not Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_BSL_LAR_Rep3_B3,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Basal Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Not Applicable,"Isoflurane, Thoracotomy, Cardiac Puncture",,{Not Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_BSL_LAR_Rep4_B4,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Basal Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Not Applicable,"Isoflurane, Thoracotomy, Cardiac Puncture",,{Not Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_BSL_LAR_Rep5_B5,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Basal Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Not Applicable,"Isoflurane, Thoracotomy, Cardiac Puncture",,{Not Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_BSL_LAR_Rep6_B6,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Basal Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Not Applicable,"Isoflurane, Thoracotomy, Cardiac Puncture",,{Not Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_BSL_LAR_Rep7_B7,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Basal Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Not Applicable,"Isoflurane, Thoracotomy, Cardiac Puncture",,{Not Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_BSL_LAR_Rep8_B8,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Basal Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Not Applicable,"Isoflurane, Thoracotomy, Cardiac Puncture",,{Not Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_BSL_LAR_Rep9_B9,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Basal Control,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Not Applicable,"Isoflurane, Thoracotomy, Cardiac Puncture",,{Not Available},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_FLT_ISS-T_Rep1_F1,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_FLT_ISS-T_Rep2_F2,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_FLT_ISS-T_Rep3_F3,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_FLT_ISS-T_Rep4_F4,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_FLT_ISS-T_Rep5_F6,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_FLT_ISS-T_Rep6_F7,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
OSD-243,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,Mmus_C57-6T_DSKN_FLT_ISS-T_Rep7_F8,Mus musculus,C57BL/6NTac,Taconic Biosciences,36 {week},Female,dorsal skin,Space Flight,,transcription profiling,RNA Sequencing (RNA-Seq),,,,,Nutrient Upgraded Rodent Food Bar (NuRFB),ad libitum,Hut,"Ketamine/Xylazine/Acepromazine, Thoracotomy, Cardiac Puncture",,-80 {degree Celsius},,Liquid Nitrogen,-80 {degree Celsius},,,,,,,OSD-243_transcription-profiling_rna-sequencing-(rna-seq)_Illumina NovaSeq 6000,transcription profiling,RNA Sequencing (RNA-Seq),Mus musculus,unknown,rna sequencing (rna-seq),,0,1,0,GLDS-243_rna_seq_Unnormalized_Counts.csv,data/osdr/raw/GLDS-243_rna_seq_Unnormalized_Counts.csv
